image_path,extracted_text
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5684.png,HTdOL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5685.png,gKKADZ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5686.png,hGfmna
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5687.png,mwYUNN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5688.png,Twq3Zw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5689.png,QibadB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5690.png,ORS9X4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5691.png,UL6CZS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5692.png,eDzQzm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5693.png,TbICp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5694.png,kfwwaz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5695.png,MZTIMJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5696.png,eFspMI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5697.png,Bhttwv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5698.png,UUEjnc
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5699.png,MwDEZX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5700.png,V9Ki7Q
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5701.png,krmiSu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5702.png,XSjmpz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5703.png,S4gUFE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5704.png,cOKXj9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5705.png,Xxctct
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5706.png,dZuGCP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5707.png,SoZpzy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5708.png,cPaKwx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5709.png,QNkkP3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5710.png,ndP8DP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5711.png,GCtoKu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5712.png,Qa8X3a
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5713.png,xRpPJ2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5714.png,abxovy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5715.png,ZMrVVQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5716.png,DYowOJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5717.png,SrNaaf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5718.png,WLZDBE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5719.png,SHFDRI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5720.png,OYYDrG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5721.png,XgtQzl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5722.png,JCOHfM
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5723.png,VoiVGj
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5724.png,sEPIsk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5725.png,RfNxOt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5726.png,ddzuzo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5727.png,HZe6mp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5728.png,D6vDIY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5729.png,dTWJTm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5730.png,9fb811
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5731.png,iPnlsG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5732.png,ph7D79
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5733.png,dnipzF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5734.png,038AMz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5735.png,HCcEoMM
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5736.png,NLNLDP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5737.png,OlvX6g
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5738.png,DSF9Uq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5739.png,1GODli
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5740.png,OuzLg2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5741.png,jAII6C
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5742.png,BNy48n
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5743.png,D8W9QU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5744.png,918hvF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5745.png,YfjBSe
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5746.png,YLRAvo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5747.png,wOolJk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5748.png,g99m4G
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5749.png,Yo4jdP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5750.png,mrliq3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5751.png,TQbzfG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5752.png,VjTFma
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5753.png,X3nMss
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5754.png,4mWTRe
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5755.png,SdlzrF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5756.png,JTRSCd
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5757.png,ztDCFU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5758.png,3mJxWi
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5759.png,2AxqE2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5760.png,T5a2D7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5761.png,CIYTEe
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5762.png,OPdrzi
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5763.png,zubZHU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5764.png,RDGUqQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5765.png,HRIp3Q
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5766.png,mVXXkx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5767.png,48Chr9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5768.png,IRQBr4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5769.png,EcxQxC
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5770.png,Q95ENI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5771.png,jEe14
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5772.png,34J49s
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5773.png,jkDQNy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5774.png,QSvTy2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5775.png,rIMnsj
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5776.png,inoCO4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5777.png,1Qfiou
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5778.png,YiBnRM
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5779.png,yOoNCI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5780.png,KWZGaF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5781.png,Ppoi05
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5782.png,13dTyX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5783.png,cegzPh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5784.png,ZBOmRD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5785.png,2F2nnB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5786.png,T05o8C
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5787.png,IWUFs7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5788.png,Kdemov
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5789.png,oihEyo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5790.png,IEOUjK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5791.png,SeSXEm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5792.png,bzSCiD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5793.png,po3sZN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5794.png,PauNin
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5795.png,KQa1Nb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5796.png,IDoNbb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5797.png,Srvauo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5798.png,pdAQSV
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5799.png,mB79rz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5800.png,WBSoSz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5801.png,XKFVnV
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5802.png,2wY28S
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5803.png,MF4ImG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5804.png,G8VJIR
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5805.png,MLaYul
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5806.png,9lmDxo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5807.png,KhAwiu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5808.png,Zyy0Z4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5809.png,S2kWu3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5810.png,ZNceRP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5811.png,83DjmM
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5812.png,QVPur4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5813.png,KAYItS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5814.png,91WQBr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5815.png,CKbtFw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5816.png,ST2YZr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5817.png,ZPHQfr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5818.png,kBaZWe
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5819.png,toLH3D
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5820.png,FJevNy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5821.png,DiFTha
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5822.png,ioHcba
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5823.png,gfbLov
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5824.png,hSaxx9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5825.png,xQkEoW
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5826.png,HppAv2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5827.png,iWZPvh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5828.png,BubnCO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5829.png,YHu31R
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5830.png,ZaXz3h
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5831.png,1S70s4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5832.png,SSddMt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5833.png,YAZVAX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5834.png,kvAyCN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5835.png,DBOtDk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5836.png,BVbeTJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5837.png,6W2Tma
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5838.png,7B2wvS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5839.png,WxVArs
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5840.png,tvbejq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5841.png,UEtIre
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5842.png,SRvD3x
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5843.png,bb8Pat
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5844.png,fgwuun
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5845.png,Z8Hjyl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5846.png,QzKYHy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5847.png,pkpeCi
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5848.png,gRAfle
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5849.png,fJChjg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5850.png,Mgi39y
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5851.png,NkJSwp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5852.png,eWcfdH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5853.png,Bp1OTX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5854.png,101RX9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5855.png,aOh63x
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5856.png,IdBe9C
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5857.png,wsOej5
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5858.png,iUd4LD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5859.png,pbFsYY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5860.png,aOucHb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5861.png,DwQoip
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5862.png,UFydFX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5863.png,gnOXr3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5864.png,YonLOY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5865.png,gDkHI6
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5866.png,ZhahRh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5867.png,jtIUEq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5868.png,d8Xjjl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5869.png,OBxzQw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5870.png,QAJyCy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5871.png,ZGyHYO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5872.png,9Msuhs
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5873.png,62bN4k
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5874.png,ZYzoeg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5875.png,IsQ262
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5876.png,8jdpvm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5877.png,Oylcie
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5878.png,LSsuPm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5879.png,SEWMsJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5880.png,jTZCrf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5881.png,MJygk6
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5882.png,e2Gomq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5883.png,oWDomo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5884.png,KQJMhP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5885.png,YpqlqB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5886.png,4VoiHD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5887.png,nvfVYF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5888.png,dSSwaQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5889.png,MoQ2cu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5890.png,tfSIAY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5891.png,ZTmEuv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5892.png,BBiqNa
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5893.png,dDIZNH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5894.png,ZObSJA
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5895.png,Gkakr4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5896.png,VBOhY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5897.png,SiBoyg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5898.png,i64sgh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5899.png,gXfvlo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5900.png,wMpnpq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5901.png,NQDb1J
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5902.png,K2dte5
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5903.png,ARZMSv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5904.png,xzXKhl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5905.png,JDJNx8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5906.png,8gLYbN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5907.png,KZXcA4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5908.png,52/8wO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5909.png,XTbxDH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5910.png,Zmlik
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5911.png,TrgAGt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5912.png,i8cbwa
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5913.png,szKZRb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5914.png,Iwcw4F
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5915.png,Xe5q42
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5916.png,pUKbQU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5917.png,9CWrSo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5918.png,VLo4G0
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5919.png,mIKGKi
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5920.png,QfQkyJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5921.png,23uh8x
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5922.png,XHJSqf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5923.png,2poEyQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5924.png,GGKBIL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5925.png,erFRnl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5926.png,mXkzzF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5927.png,ZWISGv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5928.png,rGDOfo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5929.png,UBPOZa
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5930.png,iSkGyZ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5931.png,ZhiW9F
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5932.png,ZOupxu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5933.png,UfXlnJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5934.png,ZoA3ei
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5935.png,BmGMWJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5936.png,Jz cvg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5937.png,vK3Gn4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5938.png,pMtCzU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5939.png,TnWCIW
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5940.png,mOqRRJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5941.png,cTRhli
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5942.png,UefiSq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5943.png,LBFHYD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5944.png,QXglmU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5945.png,60RZPI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5946.png,T2GOEa
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5947.png,NfSRGQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5948.png,TnYq3L
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5949.png,ZVzPr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5950.png,1F9mwS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5951.png,9eyQta
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5952.png,8jJsLp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5953.png,DjbJQO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5954.png,aYnlMT
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5955.png,1SUPn4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5956.png,JkTVgg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5957.png,t6rdi?
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5958.png,PsBiai
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5959.png,eGdTFt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5960.png,z9brne
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5961.png,JDwpbT
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5962.png,MqfEpF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5963.png,cHv3yd
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5964.png,8yOPQ7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5965.png,QowVFp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5966.png,OIF6Nq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5967.png,XdQIbE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5968.png,TZSW23
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5969.png,urgKak
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5970.png,Om27Xz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5971.png,BOgSTm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5972.png,AWRotx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5973.png,YB4wYX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5974.png,buOTZW
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5975.png,TkCCyf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5976.png,RMTwiB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5977.png,xcamog
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5978.png,ZDmPGB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5979.png,24zrTo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5980.png,MpVydP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5981.png,AyTXiC
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_5982.png,7F8fep
